District,Station,Rainfall,Date
Chennai,Zone 03 Madhavaram,2.6,2023-09-14
Chennai,Chennai collectorate building,2.3,2023-09-14
Chennai,Zone 03 Puzhal,2.2,2023-09-14
Chennai,Zone 13 Adyar,2.0,2023-09-14
Chennai,Zone 02 D15 Manali,1.95,2023-09-14
Chennai,Zone 11 U32 Maduravoyal,1.4,2023-09-14
Chennai,Zone 13 Adyar Eco Park,1.35,2023-09-14
Chennai,Zone 01 Kathivakkam,1.0,2023-09-14
Chennai,Zone 09 Teynampet,0.2,2023-09-14
Chennai,Zone 14 U41 Perungudi,24.6,2023-09-15
Chennai,Zone 14 Perungudi,18.3,2023-09-15
Chennai,Anna university,16.4,2023-09-15
Chennai,Zone 15 Uthandi,12.3,2023-09-15
Chennai,Zone 12 D156 Mugalivakkam,6.6,2023-09-15
Chennai,Alandur,6.2,2023-09-15
Chennai,Zone 12 Meenambakkam,6.0,2023-09-15
Chennai,Zone 07 Ambattur,5.7,2023-09-15
Chennai,Zone 13 U39 Adyar,5.6,2023-09-15
Chennai,Zone 03 Puzhal,4.8,2023-09-15
Chennai,DGP Office,4.6,2023-09-15
Chennai,Zone 03 Madhavaram,4.5,2023-09-15
Chennai,Gov hr sec school MGR Nagar,4.2,2023-09-15
Chennai,Sholinganallur,4.2,2023-09-15
Chennai,Zone 15 Sholinganallur,4.2,2023-09-15
Chennai,Zone 06 D65 Kolathur,3.9,2023-09-15
Chennai,Zone 11 Valasaravakkam,2.7,2023-09-15
Chennai,Zone 13 Adyar Eco Park,2.7,2023-09-15
Chennai,Ambathur,2.6,2023-09-15
Chennai,Zone 11 U32 Maduravoyal,2.4,2023-09-15
Chennai,Zone 13 Adyar,2.2,2023-09-15
Chennai,Zone 08 Malar colony,2.1,2023-09-15
Chennai,Zone 07 U18 D81 Vanagaram,1.5,2023-09-15
Chennai,CD Hospital Tondiarpet,1.4,2023-09-15
Chennai,Zone 02 Manali,1.35,2023-09-15
Chennai,Zone 01 Kathivakkam,1.2,2023-09-15
Chennai,Zone 10 Kodambakkam,1.2,2023-09-15
Chennai,Zone 08 Anna Nagar,0.9,2023-09-15
Chennai,Zone 01 Thiruvottiyur,0.6,2023-09-15
Chennai,Zone 02 D15 Manali,0.45,2023-09-15
Chennai,Zone 04 Tondiarpet,0.45,2023-09-15
Chennai,Chennai nungambakkam,0.4,2023-09-15
Chennai,Zone 05 Royapuram,0.3,2023-09-15
Chennai,Zone 09 Ice House,0.3,2023-09-15
Chennai,Zone 06 T.V.K Nagar,0.2,2023-09-15
Chennai,Zone 09 Teynampet,0.2,2023-09-15
Chennai,Zone 01 Kathivakkam,43.5,2023-09-16
Chennai,Zone 02 Manali,18.0,2023-09-16
Chennai,Zone 03 Puzhal,17.4,2023-09-16
Chennai,Zone 01 Thiruvottiyur,14.25,2023-09-16
Chennai,Zone 03 Madhavaram,12.0,2023-09-16
Chennai,Zone 02 D15 Manali,11.4,2023-09-16
Chennai,Zone 07 Ambattur,5.7,2023-09-16
Chennai,Zone 06 D65 Kolathur,4.8,2023-09-16
Chennai,Puzhal,4.6,2023-09-16
Chennai,CD Hospital Tondiarpet,2.8,2023-09-16
Chennai,Zone 07 U18 D81 Vanagaram,2.55,2023-09-16
Chennai,Zone 04 Tondiarpet,2.1,2023-09-16
Chennai,Zone 11 U32 Maduravoyal,1.2,2023-09-16
Chennai,Zone 08 Malar colony,0.9,2023-09-16
Chennai,Zone 05 Royapuram,0.75,2023-09-16
Chennai,Alandur,0.6,2023-09-16
Chennai,Thiruvottiyur,0.6,2023-09-16
Chennai,Tondairpet,0.6,2023-09-16
Chennai,Zone 10 Kodambakkam,0.6,2023-09-16
Chennai,Zone 11 Valasaravakkam,0.6,2023-09-16
Chennai,Chennai nungambakkam,0.3,2023-09-16
Chennai,Thiru-Vi-Ka Nagar,0.2,2023-09-16
Chennai,Zone 05 GCC,0.2,2023-09-16
Chennai,Zone 12 Meenambakkam,0.2,2023-09-16
Chennai,Zone 07 Ambattur,73.8,2023-09-17
Chennai,Zone 01 Kathivakkam,70.2,2023-09-17
Chennai,Perambur Corporation park,62.4,2023-09-17
Chennai,Zone 11 Valasaravakkam,56.4,2023-09-17
Chennai,Zone 08 Anna Nagar,54.3,2023-09-17
Chennai,DGP Office,52.4,2023-09-17
Chennai,Ayanavaram taluk office,52.0,2023-09-17
Chennai,Zone 11 U32 Maduravoyal,51.6,2023-09-17
Chennai,Zone 08 Malar colony,50.1,2023-09-17
Chennai,Zone 10 Kodambakkam,47.7,2023-09-17
Chennai,Zone 13 Adyar Eco Park,44.85,2023-09-17
Chennai,Chennai nungambakkam,43.0,2023-09-17
Chennai,Zone 14 Perungudi,42.9,2023-09-17
Chennai,CD Hospital Tondiarpet,42.4,2023-09-17
Chennai,Chennai collectorate building,42.3,2023-09-17
Chennai,Zone 01 Thiruvottiyur,42.0,2023-09-17
Chennai,Ambathur,38.4,2023-09-17
Chennai,Gov hr sec school MGR Nagar,36.2,2023-09-17
Chennai,Zone 05 Royapuram,34.5,2023-09-17
Chennai,Alandur,34.4,2023-09-17
Chennai,Zone 12 D156 Mugalivakkam,33.9,2023-09-17
Chennai,Anna university,32.6,2023-09-17
Chennai,Sholinganallur,32.4,2023-09-17
Chennai,Zone 06 D65 Kolathur,32.1,2023-09-17
Chennai,Zone 09 Ice House,31.8,2023-09-17
Chennai,Zone 14 U41 Perungudi,31.8,2023-09-17
Chennai,Zone 07 U18 D81 Vanagaram,31.65,2023-09-17
Chennai,Zone 05 GCC,31.6,2023-09-17
Chennai,Zone 04 Tondiarpet,30.45,2023-09-17
Chennai,Zone 15 Sholinganallur,30.0,2023-09-17
Chennai,Zone 02 D15 Manali,27.15,2023-09-17
Chennai,Zone 13 Adyar,26.6,2023-09-17
Chennai,Zone 06 T.V.K Nagar,25.2,2023-09-17
Chennai,Zone 12 Meenambakkam,24.6,2023-09-17
Chennai,Ambattur,22.0,2023-09-17
Chennai,Zone 15 Uthandi,21.45,2023-09-17
Chennai,Kodambakkam,21.4,2023-09-17
Chennai,Zone 03 Madhavaram,21.3,2023-09-17
Chennai,Zone 13 U39 Adyar,19.0,2023-09-17
Chennai,Zone 02 Manali,16.05,2023-09-17
Chennai,Zone 03 Puzhal,15.9,2023-09-17
Chennai,Tondairpet,12.8,2023-09-17
Chennai,Manali,10.4,2023-09-17
Chennai,Adyar,9.4,2023-09-17
Chennai,Sholinganallur,8.8,2023-09-17
Chennai,Puzhal,7.4,2023-09-17
Chennai,Teynampet,6.4,2023-09-17
Chennai,Anna Nagar,6.0,2023-09-17
Chennai,Zone 09 Teynampet,5.8,2023-09-17
Chennai,Royapuram,4.6,2023-09-17
Chennai,Zone 07 Ambattur,13.8,2023-09-18
Chennai,Zone 03 Puzhal,5.7,2023-09-18
Chennai,CD Hospital Tondiarpet,5.4,2023-09-18
Chennai,Zone 01 Kathivakkam,3.9,2023-09-18
Chennai,Ambathur,3.0,2023-09-18
Chennai,Zone 06 D65 Kolathur,3.0,2023-09-18
Chennai,Zone 07 U18 D81 Vanagaram,3.0,2023-09-18
Chennai,Anna university,2.8,2023-09-18
Chennai,Zone 08 Malar colony,2.4,2023-09-18
Chennai,Perambur Corporation park,2.2,2023-09-18
Chennai,Ayanavaram taluk office,2.0,2023-09-18
Chennai,Zone 06 T.V.K Nagar,1.4,2023-09-18
Chennai,Chennai nungambakkam,1.2,2023-09-18
Chennai,Zone 03 Madhavaram,1.2,2023-09-18
Chennai,Zone 10 Kodambakkam,0.9,2023-09-18
Chennai,Zone 11 Valasaravakkam,0.9,2023-09-18
Chennai,Anna Nagar,0.8,2023-09-18
Chennai,Zone 08 Anna Nagar,0.6,2023-09-18
Chennai,Zone 15 Uthandi,0.6,2023-09-18
Chennai,Zone 12 D156 Mugalivakkam,0.3,2023-09-18
Chennai,Valasaravakkam,0.2,2023-09-18
Chennai,Zone 05 GCC,0.2,2023-09-18
Chennai,Zone 13 Adyar,0.2,2023-09-18
Chennai,CD Hospital Tondiarpet,63.2,2023-09-19
Chennai,Zone 03 Madhavaram,59.1,2023-09-19
Chennai,Zone 03 Puzhal,56.1,2023-09-19
Chennai,Gov hr sec school MGR Nagar,52.8,2023-09-19
Chennai,Zone 10 Kodambakkam,46.5,2023-09-19
Chennai,Zone 04 Tondiarpet,43.35,2023-09-19
Chennai,Anna university,42.6,2023-09-19
Chennai,Chennai collectorate building,42.3,2023-09-19
Chennai,Zone 05 Royapuram,40.5,2023-09-19
Chennai,Zone 11 Valasaravakkam,39.0,2023-09-19
Chennai,Sholinganallur,37.6,2023-09-19
Chennai,Puzhal,37.6,2023-09-19
Chennai,Royapuram,33.2,2023-09-19
Chennai,Zone 01 Thiruvottiyur,29.25,2023-09-19
Chennai,Perambur Corporation park,27.4,2023-09-19
Chennai,Zone 02 Manali,24.45,2023-09-19
Chennai,Zone 01 Kathivakkam,24.3,2023-09-19
Chennai,Chennai nungambakkam,23.1,2023-09-19
Chennai,Zone 09 Ice House,22.05,2023-09-19
Chennai,Zone 08 Anna Nagar,18.0,2023-09-19
Chennai,Zone 05 GCC,17.6,2023-09-19
Chennai,Zone 14 U41 Perungudi,17.4,2023-09-19
Chennai,Zone 11 U32 Maduravoyal,17.1,2023-09-19
Chennai,Tondairpet,13.6,2023-09-19
Chennai,Ayanavaram taluk office,13.0,2023-09-19
Chennai,DGP Office,12.6,2023-09-19
Chennai,Zone 06 T.V.K Nagar,11.4,2023-09-19
Chennai,Perungudi,11.0,2023-09-19
Chennai,Zone 06 D65 Kolathur,10.2,2023-09-19
Chennai,Zone 13 U39 Adyar,8.8,2023-09-19
Chennai,Zone 13 Adyar,4.6,2023-09-19
Chennai,Zone 02 D15 Manali,4.5,2023-09-19
Chennai,Alandur,4.4,2023-09-19
Chennai,Zone 13 Adyar Eco Park,3.6,2023-09-19
Chennai,Zone 12 Meenambakkam,3.2,2023-09-19
Chennai,Ambathur,3.0,2023-09-19
Chennai,Anna Nagar,3.0,2023-09-19
Chennai,Zone 09 Teynampet,3.0,2023-09-19
Chennai,Zone 08 Malar colony,2.7,2023-09-19
Chennai,Zone 14 Perungudi,2.7,2023-09-19
Chennai,Teynampet,1.6,2023-09-19
Chennai,Zone 07 U18 D81 Vanagaram,1.2,2023-09-19
Chennai,Zone 15 Sholinganallur,1.2,2023-09-19
Chennai,Kodambakkam,1.0,2023-09-19
Chennai,Zone 07 Ambattur,0.9,2023-09-19
Chennai,Sholinganallur,0.6,2023-09-19
Chennai,Adyar,0.2,2023-09-19
Chennai,Zone 15 Uthandi,0.15,2023-09-19
Chennai,Zone 01 Kathivakkam,3.3,2023-09-20
Chennai,Zone 09 Ice House,2.25,2023-09-20
Chennai,Zone 05 Royapuram,1.65,2023-09-20
Chennai,Zone 05 GCC,1.6,2023-09-20
Chennai,Zone 04 Tondiarpet,1.5,2023-09-20
Chennai,Zone 02 Manali,1.35,2023-09-20
Chennai,Zone 13 Adyar Eco Park,1.35,2023-09-20
Chennai,Zone 03 Puzhal,1.2,2023-09-20
Chennai,Zone 08 Anna Nagar,1.2,2023-09-20
Chennai,Zone 03 Madhavaram,0.9,2023-09-20
Chennai,Zone 06 D65 Kolathur,0.9,2023-09-20
Chennai,Zone 02 D15 Manali,0.6,2023-09-20
Chennai,Zone 07 Ambattur,0.6,2023-09-20
Chennai,Zone 08 Malar colony,0.6,2023-09-20
Chennai,Zone 09 Teynampet,0.4,2023-09-20
Chennai,Zone 10 Kodambakkam,0.3,2023-09-20
Chennai,Adyar,0.2,2023-09-20
Chennai,Zone 13 Adyar,0.2,2023-09-20
Chennai,Zone 07 U18 D81 Vanagaram,0.15,2023-09-20
Chennai,Alandur,2.0,2023-09-21
Chennai,Zone 15 Sholinganallur,32.4,2023-09-22
Chennai,Zone 12 D156 Mugalivakkam,30.0,2023-09-22
Chennai,Zone 15 Uthandi,17.4,2023-09-22
Chennai,Zone 14 U41 Perungudi,15.6,2023-09-22
Chennai,Zone 06 D65 Kolathur,13.8,2023-09-22
Chennai,Zone 12 Meenambakkam,13.2,2023-09-22
Chennai,DGP Office,8.2,2023-09-22
Chennai,Zone 08 Malar colony,8.1,2023-09-22
Chennai,Sholinganallur,7.5,2023-09-22
Chennai,Zone 02 D15 Manali,7.5,2023-09-22
Chennai,Gov hr sec school MGR Nagar,6.9,2023-09-22
Chennai,Zone 11 U32 Maduravoyal,6.3,2023-09-22
Chennai,Zone 13 U39 Adyar,5.6,2023-09-22
Chennai,Zone 07 Ambattur,3.6,2023-09-22
Chennai,Zone 09 Ice House,3.6,2023-09-22
Chennai,Zone 07 U18 D81 Vanagaram,3.0,2023-09-22
Chennai,Anna university,2.6,2023-09-22
Chennai,Alandur,2.3,2023-09-22
Chennai,Zone 03 Madhavaram,1.8,2023-09-22
Chennai,Zone 03 Puzhal,1.8,2023-09-22
Chennai,Zone 02 Manali,1.35,2023-09-22
Chennai,Chennai nungambakkam,1.3,2023-09-22
Chennai,Zone 10 Kodambakkam,1.2,2023-09-22
Chennai,Zone 01 Thiruvottiyur,0.9,2023-09-22
Chennai,Zone 05 Royapuram,0.9,2023-09-22
Chennai,Zone 11 Valasaravakkam,0.9,2023-09-22
Chennai,Zone 14 Perungudi,0.9,2023-09-22
Chennai,Zone 01 Kathivakkam,0.6,2023-09-22
Chennai,Zone 05 GCC,0.6,2023-09-22
Chennai,Zone 13 Adyar Eco Park,0.45,2023-09-22
Chennai,Zone 04 Tondiarpet,0.3,2023-09-22
Chennai,Zone 09 Teynampet,0.2,2023-09-22
Chennai,Zone 13 U39 Adyar,153.0,2023-09-23
Chennai,Zone 12 Alandhur,1.8,2023-09-23
Chennai,Zone 03 Madhavaram,1.5,2023-09-23
Chennai,Zone 12 Alandhur,45.6,2023-09-24
Chennai,Zone 15 Sholinganallur,44.7,2023-09-24
Chennai,Zone 11 U32 Maduravoyal,25.5,2023-09-24
Chennai,Chennai collectorate building,25.4,2023-09-24
Chennai,Zone 05 Royapuram,24.6,2023-09-24
Chennai,Zone 13 U39 Adyar,20.1,2023-09-24
Chennai,Gov hr sec school MGR Nagar,18.3,2023-09-24
Chennai,Zone 11 Valasaravakkam,18.3,2023-09-24
Chennai,Sholinganallur,17.5,2023-09-24
Chennai,Zone 15 Uthandi,16.05,2023-09-24
Chennai,Zone 12 Meenambakkam,15.6,2023-09-24
Chennai,Zone 01 Kathivakkam,15.3,2023-09-24
Chennai,Zone 12 D156 Mugalivakkam,14.7,2023-09-24
Chennai,Zone 06 T.V.K Nagar,13.2,2023-09-24
Chennai,Zone 14 U41 Perungudi,13.2,2023-09-24
Chennai,Alandur,11.6,2023-09-24
Chennai,Zone 06 D65 Kolathur,10.2,2023-09-24
Chennai,Zone 13 Adyar,10.2,2023-09-24
Chennai,Zone 02 D15 Manali,9.9,2023-09-24
Chennai,Zone 10 Kodambakkam,9.3,2023-09-24
Chennai,Zone 14 Perungudi,8.7,2023-09-24
Chennai,Anna university,6.8,2023-09-24
Chennai,CD Hospital Tondiarpet,6.4,2023-09-24
Chennai,Zone 08 Malar colony,6.0,2023-09-24
Chennai,Zone 13 Adyar Eco Park,5.4,2023-09-24
Chennai,Zone 04 Tondiarpet,4.95,2023-09-24
Chennai,Tondairpet,4.4,2023-09-24
Chennai,DGP Office,4.2,2023-09-24
Chennai,Zone 05 GCC,4.2,2023-09-24
Chennai,Chennai nungambakkam,3.3,2023-09-24
Chennai,Perambur Corporation park,3.2,2023-09-24
Chennai,Valasaravakkam,2.8,2023-09-24
Chennai,Thiru-Vi-Ka Nagar,2.4,2023-09-24
Chennai,Zone 07 U18 D81 Vanagaram,1.95,2023-09-24
Chennai,Zone 09 Teynampet,1.8,2023-09-24
Chennai,Zone 02 Manali,1.65,2023-09-24
Chennai,Zone 03 Madhavaram,1.2,2023-09-24
Chennai,Zone 03 Puzhal,1.2,2023-09-24
Chennai,Zone 08 Anna Nagar,0.9,2023-09-24
Chennai,Zone 01 Thiruvottiyur,0.75,2023-09-24
Chennai,Zone 07 Ambattur,0.3,2023-09-24
Chennai,Zone 15 Sholinganallur,66.9,2023-09-25
Chennai,Zone 08 Malar colony,53.4,2023-09-25
Chennai,Zone 15 Uthandi,39.15,2023-09-25
Chennai,Zone 08 Anna Nagar,39.0,2023-09-25
Chennai,Ayanavaram taluk office,38.0,2023-09-25
Chennai,Sholinganallur,35.6,2023-09-25
Chennai,Zone 03 Madhavaram,33.0,2023-09-25
Chennai,Perambur Corporation park,31.3,2023-09-25
Chennai,CD Hospital Tondiarpet,30.0,2023-09-25
Chennai,Zone 07 Ambattur,24.3,2023-09-25
Chennai,Sholinganallur,22.5,2023-09-25
Chennai,Zone 06 T.V.K Nagar,21.2,2023-09-25
Chennai,Gov hr sec school MGR Nagar,18.6,2023-09-25
Chennai,Zone 05 GCC,18.2,2023-09-25
Chennai,Zone 04 Tondiarpet,16.65,2023-09-25
Chennai,Zone 14 U41 Perungudi,16.5,2023-09-25
Chennai,Alandur,16.4,2023-09-25
Chennai,Zone 12 D156 Mugalivakkam,16.2,2023-09-25
Chennai,Zone 06 D65 Kolathur,15.6,2023-09-25
Chennai,Zone 12 Meenambakkam,15.3,2023-09-25
Chennai,Zone 14 Perungudi,13.8,2023-09-25
Chennai,Zone 12 Alandhur,12.6,2023-09-25
Chennai,Zone 13 Adyar,12.3,2023-09-25
Chennai,Zone 13 Adyar Eco Park,11.4,2023-09-25
Chennai,Zone 13 U39 Adyar,11.4,2023-09-25
Chennai,Anna university,10.2,2023-09-25
Chennai,Ambathur,10.0,2023-09-25
Chennai,DGP Office,8.6,2023-09-25
Chennai,Zone 11 Valasaravakkam,8.4,2023-09-25
Chennai,Chennai collectorate building,8.2,2023-09-25
Chennai,Zone 07 U18 D81 Vanagaram,7.35,2023-09-25
Chennai,Zone 10 Kodambakkam,7.2,2023-09-25
Chennai,Adyar,6.4,2023-09-25
Chennai,Zone 11 U32 Maduravoyal,6.3,2023-09-25
Chennai,Chennai nungambakkam,6.2,2023-09-25
Chennai,Zone 03 Puzhal,6.0,2023-09-25
Chennai,Zone 05 Royapuram,6.0,2023-09-25
Chennai,Zone 09 Ice House,3.0,2023-09-25
Chennai,Zone 01 Thiruvottiyur,2.7,2023-09-25
Chennai,Valasaravakkam,2.0,2023-09-25
Chennai,Zone 09 Teynampet,1.0,2023-09-25
Chennai,Tondairpet,0.8,2023-09-25
Chennai,Manali,0.2,2023-09-25
Chennai,Puzhal,0.2,2023-09-25
Chennai,Zone 15 Uthandi,29.4,2023-09-26
Chennai,Zone 15 Sholinganallur,27.3,2023-09-26
Chennai,Sholinganallur,17.2,2023-09-26
Chennai,Zone 03 Puzhal,11.7,2023-09-26
Chennai,Manali,11.0,2023-09-26
Chennai,Zone 03 Madhavaram,6.3,2023-09-26
Chennai,Zone 02 Manali,5.7,2023-09-26
Chennai,Sholinganallur,5.3,2023-09-26
Chennai,Puzhal,4.8,2023-09-26
Chennai,Zone 05 GCC,3.2,2023-09-26
Chennai,Zone 02 D15 Manali,2.7,2023-09-26
Chennai,Zone 06 T.V.K Nagar,2.0,2023-09-26
Chennai,Zone 06 D65 Kolathur,1.5,2023-09-26
Chennai,Zone 07 Ambattur,1.5,2023-09-26
Chennai,Zone 09 Ice House,1.05,2023-09-26
Chennai,Chennai nungambakkam,0.8,2023-09-26
Chennai,Tondairpet,0.6,2023-09-26
Chennai,Zone 01 Kathivakkam,0.6,2023-09-26
Chennai,Zone 01 Thiruvottiyur,0.45,2023-09-26
Chennai,Alandur,0.4,2023-09-26
Chennai,Thiruvottiyur,0.4,2023-09-26
Chennai,Zone 12 Meenambakkam,0.3,2023-09-26
Chennai,Zone 13 Adyar,0.3,2023-09-26
Chennai,Zone 07 Ambattur,43.2,2023-09-27
Chennai,Ambathur,15.0,2023-09-27
Chennai,Zone 03 Madhavaram,14.4,2023-09-27
Chennai,Zone 01 Kathivakkam,13.5,2023-09-27
Chennai,Sholinganallur,13.3,2023-09-27
Chennai,Zone 06 D65 Kolathur,12.3,2023-09-27
Chennai,Zone 07 U18 D81 Vanagaram,10.95,2023-09-27
Chennai,Chennai collectorate building,10.4,2023-09-27
Chennai,Gov hr sec school MGR Nagar,8.4,2023-09-27
Chennai,DGP Office,6.2,2023-09-27
Chennai,Perambur Corporation park,5.2,2023-09-27
Chennai,Zone 15 Sholinganallur,5.1,2023-09-27
Chennai,Puzhal,4.8,2023-09-27
Chennai,Zone 02 D15 Manali,4.65,2023-09-27
Chennai,Manali,4.4,2023-09-27
Chennai,Anna university,4.2,2023-09-27
Chennai,Zone 03 Puzhal,3.9,2023-09-27
Chennai,Zone 08 Malar colony,3.9,2023-09-27
Chennai,Zone 11 U32 Maduravoyal,3.9,2023-09-27
Chennai,Zone 05 Royapuram,3.6,2023-09-27
Chennai,Chennai nungambakkam,3.5,2023-09-27
Chennai,Zone 08 Anna Nagar,3.3,2023-09-27
Chennai,Zone 15 Uthandi,3.15,2023-09-27
Chennai,Zone 13 U39 Adyar,3.0,2023-09-27
Chennai,Zone 09 Ice House,2.4,2023-09-27
Chennai,Zone 05 GCC,2.2,2023-09-27
Chennai,Ayanavaram taluk office,2.0,2023-09-27
Chennai,Zone 02 Manali,1.95,2023-09-27
Chennai,Zone 14 Perungudi,1.8,2023-09-27
Chennai,Sholinganallur,1.6,2023-09-27
Chennai,Zone 10 Kodambakkam,1.5,2023-09-27
Chennai,Zone 12 Alandhur,1.5,2023-09-27
Chennai,Alandur,1.2,2023-09-27
Chennai,Zone 06 T.V.K Nagar,1.2,2023-09-27
Chennai,Zone 11 Valasaravakkam,1.2,2023-09-27
Chennai,Zone 14 U41 Perungudi,1.2,2023-09-27
Chennai,Zone 09 Teynampet,0.8,2023-09-27
Chennai,Zone 04 Tondiarpet,0.75,2023-09-27
Chennai,Zone 12 Meenambakkam,0.6,2023-09-27
Chennai,Zone 01 Thiruvottiyur,0.3,2023-09-27
Chennai,Zone 12 D156 Mugalivakkam,0.3,2023-09-27
Chennai,Teynampet,0.2,2023-09-27
Chennai,Zone 15 Sholinganallur,99.0,2023-09-28
Chennai,Zone 08 Malar colony,63.6,2023-09-28
Chennai,Anna Nagar,44.4,2023-09-28
Chennai,Zone 06 D65 Kolathur,42.3,2023-09-28
Chennai,Zone 07 U18 D81 Vanagaram,41.55,2023-09-28
Chennai,Zone 08 Anna Nagar,40.5,2023-09-28
Chennai,Zone 07 Ambattur,38.7,2023-09-28
Chennai,Zone 14 U41 Perungudi,36.6,2023-09-28
Chennai,Sholinganallur,36.2,2023-09-28
Chennai,Chennai nungambakkam,34.6,2023-09-28
Chennai,Ayanavaram taluk office,34.0,2023-09-28
Chennai,Zone 12 D156 Mugalivakkam,31.8,2023-09-28
Chennai,Zone 13 U39 Adyar,31.2,2023-09-28
Chennai,Ambathur,30.0,2023-09-28
Chennai,Perambur Corporation park,29.3,2023-09-28
Chennai,Zone 05 Royapuram,29.25,2023-09-28
Chennai,Puzhal,27.0,2023-09-28
Chennai,Zone 03 Puzhal,26.4,2023-09-28
Chennai,CD Hospital Tondiarpet,25.8,2023-09-28
Chennai,Zone 03 Madhavaram,21.0,2023-09-28
Chennai,Perungudi,18.2,2023-09-28
Chennai,Zone 10 Kodambakkam,16.5,2023-09-28
Chennai,Zone 15 Uthandi,16.2,2023-09-28
Chennai,Kodambakkam,16.0,2023-09-28
Chennai,Royapuram,14.0,2023-09-28
Chennai,Zone 13 Adyar,12.9,2023-09-28
Chennai,Anna university,12.6,2023-09-28
Chennai,Zone 05 GCC,12.6,2023-09-28
Chennai,Zone 04 Tondiarpet,11.7,2023-09-28
Chennai,Chennai collectorate building,11.3,2023-09-28
Chennai,Gov hr sec school MGR Nagar,10.2,2023-09-28
Chennai,Zone 11 U32 Maduravoyal,9.9,2023-09-28
Chennai,Zone 14 Perungudi,9.6,2023-09-28
Chennai,Zone 12 Alandhur,9.3,2023-09-28
Chennai,DGP Office,8.6,2023-09-28
Chennai,Zone 11 Valasaravakkam,7.5,2023-09-28
Chennai,Alandur,7.4,2023-09-28
Chennai,Zone 13 Adyar Eco Park,6.3,2023-09-28
Chennai,Zone 09 Teynampet,5.0,2023-09-28
Chennai,Zone 09 Ice House,4.95,2023-09-28
Chennai,Zone 12 Meenambakkam,4.8,2023-09-28
Chennai,Zone 02 Manali,1.65,2023-09-28
Chennai,Zone 01 Thiruvottiyur,0.6,2023-09-28
Chennai,Teynampet,0.2,2023-09-28
Chennai,Adyar,0.2,2023-09-28
Chennai,Zone 15 Sholinganallur,39.6,2023-09-29
Chennai,Sholinganallur,31.0,2023-09-29
Chennai,Zone 14 U41 Perungudi,27.9,2023-09-29
Chennai,Zone 15 Uthandi,20.85,2023-09-29
Chennai,Sholinganallur,20.4,2023-09-29
Chennai,Zone 12 Meenambakkam,16.8,2023-09-29
Chennai,Alandur,15.0,2023-09-29
Chennai,Zone 12 D156 Mugalivakkam,14.7,2023-09-29
Chennai,Zone 14 Perungudi,9.3,2023-09-29
Chennai,Zone 13 U39 Adyar,8.1,2023-09-29
Chennai,Zone 09 Ice House,7.05,2023-09-29
Chennai,Chennai nungambakkam,5.7,2023-09-29
Chennai,Zone 06 D65 Kolathur,5.7,2023-09-29
Chennai,Zone 13 Adyar Eco Park,2.85,2023-09-29
Chennai,Perungudi,2.6,2023-09-29
Chennai,Adyar,2.2,2023-09-29
Chennai,Zone 13 Adyar,2.1,2023-09-29
Chennai,Zone 11 U32 Maduravoyal,1.8,2023-09-29
Chennai,Zone 03 Madhavaram,1.2,2023-09-29
Chennai,Zone 09 Teynampet,1.2,2023-09-29
Chennai,Zone 05 Royapuram,1.05,2023-09-29
Chennai,Zone 11 Valasaravakkam,0.9,2023-09-29
Chennai,Zone 08 Malar colony,0.6,2023-09-29
Chennai,Zone 12 Alandhur,0.6,2023-09-29
Chennai,Zone 06 T.V.K Nagar,0.3,2023-09-29
Chennai,Zone 12 Alandhur,65.7,2023-09-30
Chennai,DGP Office,52.6,2023-09-30
Chennai,Zone 12 D156 Mugalivakkam,49.2,2023-09-30
Chennai,Zone 13 Adyar Eco Park,48.6,2023-09-30
Chennai,Zone 13 Adyar,46.8,2023-09-30
Chennai,Alandur,45.0,2023-09-30
Chennai,Anna university,43.8,2023-09-30
Chennai,Gov hr sec school MGR Nagar,37.5,2023-09-30
Chennai,Zone 10 Kodambakkam,37.5,2023-09-30
Chennai,Zone 09 Ice House,29.4,2023-09-30
Chennai,Zone 03 Madhavaram,27.0,2023-09-30
Chennai,Zone 01 Thiruvottiyur,26.7,2023-09-30
Chennai,Zone 01 Kathivakkam,24.3,2023-09-30
Chennai,Zone 09 Teynampet,23.7,2023-09-30
Chennai,Zone 11 Valasaravakkam,23.7,2023-09-30
Chennai,Madhavaram,20.8,2023-09-30
Chennai,Chennai collectorate building,20.4,2023-09-30
Chennai,CD Hospital Tondiarpet,20.0,2023-09-30
Chennai,Zone 11 U32 Maduravoyal,17.7,2023-09-30
Chennai,Zone 06 D65 Kolathur,16.8,2023-09-30
Chennai,Zone 08 Anna Nagar,16.5,2023-09-30
Chennai,Zone 02 Manali,16.35,2023-09-30
Chennai,Zone 13 U39 Adyar,15.6,2023-09-30
Chennai,Valasaravakkam,15.4,2023-09-30
Chennai,Zone 05 Royapuram,14.1,2023-09-30
Chennai,Zone 03 Puzhal,13.5,2023-09-30
Chennai,Zone 14 Perungudi,13.2,2023-09-30
Chennai,Chennai nungambakkam,13.1,2023-09-30
Chennai,Zone 02 D15 Manali,12.45,2023-09-30
Chennai,Zone 06 T.V.K Nagar,12.3,2023-09-30
Chennai,Zone 04 Tondiarpet,10.65,2023-09-30
Chennai,Perambur Corporation park,10.4,2023-09-30
Chennai,Ambathur,10.0,2023-09-30
Chennai,Ayanavaram taluk office,9.0,2023-09-30
Chennai,Zone 05 GCC,8.0,2023-09-30
