District,Station,Rainfall,Date
Chennai,Chennai port trust,10.0,1993-03-03
Chennai,Chennai port trust,10.0,1993-03-03
Chennai,Sholinganallur,2.0,1993-03-03
Chennai,Chennai nungambakkam,2.0,1993-03-03
Chennai,Sholinganallur,46.1,1993-05-16
Chennai,Chennai nungambakkam,46.1,1993-05-16
Chennai,Chennai port trust,46.0,1993-05-16
Chennai,Chennai port trust,46.0,1993-05-16
Chennai,Sholinganallur,11.5,1993-05-27
Chennai,Chennai nungambakkam,11.5,1993-05-27
Chennai,Chennai port trust,8.0,1993-05-27
Chennai,Chennai port trust,8.0,1993-05-27
Chennai,Sholinganallur,0.5,1993-05-28
Chennai,Chennai nungambakkam,0.5,1993-05-28
Chennai,Sholinganallur,3.6,1993-06-04
Chennai,Chennai nungambakkam,3.6,1993-06-04
Chennai,Chennai port trust,2.0,1993-06-04
Chennai,Chennai port trust,2.0,1993-06-04
Chennai,Sholinganallur,31.6,1993-06-09
Chennai,Chennai nungambakkam,31.6,1993-06-09
Chennai,Chennai port trust,21.0,1993-06-09
Chennai,Chennai port trust,21.0,1993-06-09
Chennai,Sholinganallur,7.6,1993-06-13
Chennai,Chennai nungambakkam,7.6,1993-06-13
Chennai,Chennai port trust,3.1,1993-06-13
Chennai,Chennai port trust,3.1,1993-06-13
Chennai,Sholinganallur,2.8,1993-06-14
Chennai,Chennai nungambakkam,2.8,1993-06-14
Chennai,Chennai port trust,1.8,1993-06-14
Chennai,Chennai port trust,1.8,1993-06-14
Chennai,Chennai port trust,4.8,1993-06-15
Chennai,Chennai port trust,4.8,1993-06-15
Chennai,Sholinganallur,3.7,1993-06-15
Chennai,Chennai nungambakkam,3.7,1993-06-15
Chennai,Sholinganallur,0.1,1993-06-21
Chennai,Chennai nungambakkam,0.1,1993-06-21
Chennai,Chennai port trust,20.2,1993-07-02
Chennai,Chennai port trust,20.2,1993-07-02
Chennai,Sholinganallur,17.8,1993-07-02
Chennai,Chennai nungambakkam,17.8,1993-07-02
Chennai,Chennai port trust,1.6,1993-07-06
Chennai,Chennai port trust,1.6,1993-07-06
Chennai,Sholinganallur,0.8,1993-07-06
Chennai,Chennai nungambakkam,0.8,1993-07-06
Chennai,Chennai port trust,4.6,1993-07-07
Chennai,Chennai port trust,4.6,1993-07-07
Chennai,Sholinganallur,3.3,1993-07-07
Chennai,Chennai nungambakkam,3.3,1993-07-07
Chennai,Chennai port trust,8.8,1993-07-08
Chennai,Chennai port trust,8.8,1993-07-08
Chennai,Sholinganallur,5.4,1993-07-08
Chennai,Chennai nungambakkam,5.4,1993-07-08
Chennai,Sholinganallur,0.1,1993-07-09
Chennai,Chennai nungambakkam,0.1,1993-07-09
Chennai,Sholinganallur,2.3,1993-07-10
Chennai,Chennai nungambakkam,2.3,1993-07-10
Chennai,Chennai port trust,2.0,1993-07-10
Chennai,Chennai port trust,2.0,1993-07-10
Chennai,Sholinganallur,1.8,1993-07-15
Chennai,Chennai nungambakkam,1.8,1993-07-15
Chennai,Sholinganallur,0.6,1993-07-16
Chennai,Chennai nungambakkam,0.6,1993-07-16
Chennai,Sholinganallur,21.4,1993-07-22
Chennai,Chennai nungambakkam,21.4,1993-07-22
Chennai,Chennai port trust,13.4,1993-07-22
Chennai,Chennai port trust,13.4,1993-07-22
Chennai,Chennai port trust,2.2,1993-07-23
Chennai,Chennai port trust,2.2,1993-07-23
Chennai,Sholinganallur,2.0,1993-07-23
Chennai,Chennai nungambakkam,2.0,1993-07-23
Chennai,Sholinganallur,7.4,1993-07-24
Chennai,Chennai nungambakkam,7.4,1993-07-24
Chennai,Chennai port trust,5.4,1993-07-24
Chennai,Chennai port trust,5.4,1993-07-24
Chennai,Chennai port trust,3.4,1993-07-25
Chennai,Chennai port trust,3.4,1993-07-25
Chennai,Sholinganallur,3.3,1993-07-25
Chennai,Chennai nungambakkam,3.3,1993-07-25
Chennai,Sholinganallur,3.2,1993-07-26
Chennai,Chennai nungambakkam,3.2,1993-07-26
Chennai,Chennai port trust,1.0,1993-07-27
Chennai,Chennai port trust,1.0,1993-07-27
Chennai,Sholinganallur,0.2,1993-07-27
Chennai,Chennai nungambakkam,0.2,1993-07-27
Chennai,Sholinganallur,1.7,1993-07-28
Chennai,Chennai nungambakkam,1.7,1993-07-28
Chennai,Chennai port trust,0.4,1993-07-28
Chennai,Chennai port trust,0.4,1993-07-28
Chennai,Chennai port trust,1.0,1993-07-30
Chennai,Chennai port trust,1.0,1993-07-30
Chennai,Sholinganallur,0.9,1993-07-30
Chennai,Chennai nungambakkam,0.9,1993-07-30
Chennai,Sholinganallur,1.3,1993-08-01
Chennai,Chennai nungambakkam,1.3,1993-08-01
Chennai,Chennai port trust,2.0,1993-08-04
Chennai,Chennai port trust,2.0,1993-08-04
Chennai,Sholinganallur,0.5,1993-08-04
Chennai,Chennai nungambakkam,0.5,1993-08-04
Chennai,Sholinganallur,10.0,1993-08-06
Chennai,Chennai nungambakkam,10.0,1993-08-06
Chennai,Chennai port trust,1.2,1993-08-06
Chennai,Chennai port trust,1.2,1993-08-06
Chennai,Sholinganallur,3.5,1993-08-08
Chennai,Chennai nungambakkam,3.5,1993-08-08
Chennai,Chennai port trust,2.8,1993-08-09
Chennai,Chennai port trust,2.8,1993-08-09
Chennai,Sholinganallur,2.4,1993-08-09
Chennai,Chennai nungambakkam,2.4,1993-08-09
Chennai,Sholinganallur,3.6,1993-08-11
Chennai,Chennai nungambakkam,3.6,1993-08-11
Chennai,Chennai port trust,0.4,1993-08-11
Chennai,Chennai port trust,0.4,1993-08-11
Chennai,Sholinganallur,3.8,1993-08-13
Chennai,Chennai nungambakkam,3.8,1993-08-13
Chennai,Chennai port trust,1.0,1993-08-13
Chennai,Chennai port trust,1.0,1993-08-13
Chennai,Sholinganallur,0.9,1993-08-14
Chennai,Chennai nungambakkam,0.9,1993-08-14
Chennai,Sholinganallur,10.2,1993-08-15
Chennai,Chennai nungambakkam,10.2,1993-08-15
Chennai,Chennai port trust,8.2,1993-08-15
Chennai,Chennai port trust,8.2,1993-08-15
Chennai,Sholinganallur,7.2,1993-08-16
Chennai,Chennai nungambakkam,7.2,1993-08-16
Chennai,Chennai port trust,6.0,1993-08-16
Chennai,Chennai port trust,6.0,1993-08-16
Chennai,Sholinganallur,0.6,1993-08-17
Chennai,Chennai nungambakkam,0.6,1993-08-17
Chennai,Chennai port trust,0.4,1993-08-17
Chennai,Chennai port trust,0.4,1993-08-17
Chennai,Sholinganallur,14.2,1993-08-18
Chennai,Chennai nungambakkam,14.2,1993-08-18
Chennai,Chennai port trust,12.0,1993-08-18
Chennai,Chennai port trust,12.0,1993-08-18
Chennai,Chennai port trust,29.6,1993-08-23
Chennai,Chennai port trust,29.6,1993-08-23
Chennai,Sholinganallur,26.6,1993-08-23
Chennai,Chennai nungambakkam,26.6,1993-08-23
Chennai,Sholinganallur,3.7,1993-08-26
Chennai,Chennai nungambakkam,3.7,1993-08-26
Chennai,Chennai port trust,2.4,1993-08-26
Chennai,Chennai port trust,2.4,1993-08-26
Chennai,Sholinganallur,5.2,1993-08-27
Chennai,Chennai nungambakkam,5.2,1993-08-27
Chennai,Chennai port trust,2.8,1993-08-27
Chennai,Chennai port trust,2.8,1993-08-27
Chennai,Chennai port trust,23.4,1993-08-30
Chennai,Chennai port trust,23.4,1993-08-30
Chennai,Sholinganallur,18.4,1993-08-30
Chennai,Chennai nungambakkam,18.4,1993-08-30
Chennai,Chennai port trust,22.4,1993-09-01
Chennai,Chennai port trust,22.4,1993-09-01
Chennai,Sholinganallur,11.6,1993-09-01
Chennai,Chennai nungambakkam,11.6,1993-09-01
Chennai,Sholinganallur,27.8,1993-09-04
Chennai,Chennai nungambakkam,27.8,1993-09-04
Chennai,Chennai port trust,15.6,1993-09-04
Chennai,Chennai port trust,15.6,1993-09-04
Chennai,Sholinganallur,1.7,1993-09-05
Chennai,Chennai nungambakkam,1.7,1993-09-05
Chennai,Chennai port trust,1.0,1993-09-06
Chennai,Chennai port trust,1.0,1993-09-06
Chennai,Sholinganallur,0.5,1993-09-06
Chennai,Chennai nungambakkam,0.5,1993-09-06
Chennai,Sholinganallur,1.4,1993-09-12
Chennai,Chennai nungambakkam,1.4,1993-09-12
Chennai,Sholinganallur,3.4,1993-09-15
Chennai,Chennai nungambakkam,3.4,1993-09-15
Chennai,Chennai port trust,0.6,1993-09-16
Chennai,Chennai port trust,0.6,1993-09-16
Chennai,Sholinganallur,0.2,1993-09-16
Chennai,Chennai nungambakkam,0.2,1993-09-16
Chennai,Chennai port trust,2.0,1993-09-18
Chennai,Chennai port trust,2.0,1993-09-18
Chennai,Sholinganallur,0.6,1993-09-18
Chennai,Chennai nungambakkam,0.6,1993-09-18
Chennai,Chennai port trust,13.6,1993-09-20
Chennai,Chennai port trust,13.6,1993-09-20
Chennai,Sholinganallur,4.5,1993-09-20
Chennai,Chennai nungambakkam,4.5,1993-09-20
Chennai,Chennai port trust,2.0,1993-09-24
Chennai,Chennai port trust,2.0,1993-09-24
Chennai,Sholinganallur,1.2,1993-09-24
Chennai,Chennai nungambakkam,1.2,1993-09-24
Chennai,Sholinganallur,1.4,1993-10-02
Chennai,Chennai nungambakkam,1.4,1993-10-02
Chennai,Sholinganallur,24.6,1993-10-03
Chennai,Chennai nungambakkam,24.6,1993-10-03
Chennai,Chennai port trust,14.8,1993-10-03
Chennai,Chennai port trust,14.8,1993-10-03
Chennai,Chennai port trust,2.0,1993-10-04
Chennai,Chennai port trust,2.0,1993-10-04
Chennai,Sholinganallur,0.3,1993-10-04
Chennai,Chennai nungambakkam,0.3,1993-10-04
Chennai,Chennai port trust,7.4,1993-10-07
Chennai,Chennai port trust,7.4,1993-10-07
Chennai,Sholinganallur,4.8,1993-10-07
Chennai,Chennai nungambakkam,4.8,1993-10-07
Chennai,Chennai port trust,21.2,1993-10-09
Chennai,Chennai port trust,21.2,1993-10-09
Chennai,Sholinganallur,20.0,1993-10-09
Chennai,Chennai nungambakkam,20.0,1993-10-09
Chennai,Sholinganallur,0.3,1993-10-11
Chennai,Chennai nungambakkam,0.3,1993-10-11
Chennai,Chennai port trust,16.4,1993-10-12
Chennai,Chennai port trust,16.4,1993-10-12
Chennai,Sholinganallur,8.6,1993-10-12
Chennai,Chennai nungambakkam,8.6,1993-10-12
Chennai,Sholinganallur,4.8,1993-10-13
Chennai,Chennai nungambakkam,4.8,1993-10-13
Chennai,Chennai port trust,2.8,1993-10-13
Chennai,Chennai port trust,2.8,1993-10-13
Chennai,Sholinganallur,9.8,1993-10-14
Chennai,Chennai nungambakkam,9.8,1993-10-14
Chennai,Chennai port trust,3.4,1993-10-14
Chennai,Chennai port trust,3.4,1993-10-14
Chennai,Chennai port trust,65.7,1993-10-15
Chennai,Chennai port trust,65.7,1993-10-15
Chennai,Sholinganallur,55.9,1993-10-15
Chennai,Chennai nungambakkam,55.9,1993-10-15
Chennai,Chennai port trust,8.6,1993-10-16
Chennai,Chennai port trust,8.6,1993-10-16
Chennai,Sholinganallur,4.8,1993-10-16
Chennai,Chennai nungambakkam,4.8,1993-10-16
Chennai,Sholinganallur,1.6,1993-10-17
Chennai,Chennai nungambakkam,1.6,1993-10-17
Chennai,Sholinganallur,2.7,1993-10-18
Chennai,Chennai nungambakkam,2.7,1993-10-18
Chennai,Sholinganallur,41.4,1993-10-19
Chennai,Chennai nungambakkam,41.4,1993-10-19
Chennai,Chennai port trust,23.2,1993-10-19
Chennai,Chennai port trust,23.2,1993-10-19
Chennai,Chennai port trust,35.8,1993-10-20
Chennai,Chennai port trust,35.8,1993-10-20
Chennai,Sholinganallur,27.8,1993-10-20
Chennai,Chennai nungambakkam,27.8,1993-10-20
Chennai,Sholinganallur,0.2,1993-10-21
Chennai,Chennai nungambakkam,0.2,1993-10-21
Chennai,Chennai port trust,22.2,1993-10-22
Chennai,Chennai port trust,22.2,1993-10-22
Chennai,Sholinganallur,14.4,1993-10-22
Chennai,Chennai nungambakkam,14.4,1993-10-22
Chennai,Sholinganallur,1.8,1993-10-23
Chennai,Chennai nungambakkam,1.8,1993-10-23
Chennai,Chennai port trust,7.5,1993-10-30
Chennai,Chennai port trust,7.5,1993-10-30
Chennai,Sholinganallur,5.1,1993-10-30
Chennai,Chennai nungambakkam,5.1,1993-10-30
Chennai,Sholinganallur,27.8,1993-10-31
Chennai,Chennai nungambakkam,27.8,1993-10-31
Chennai,Chennai port trust,10.2,1993-10-31
Chennai,Chennai port trust,10.2,1993-10-31
Chennai,Chennai port trust,8.4,1993-11-01
Chennai,Chennai port trust,8.4,1993-11-01
Chennai,Sholinganallur,6.7,1993-11-01
Chennai,Chennai nungambakkam,6.7,1993-11-01
Chennai,Sholinganallur,23.0,1993-11-02
Chennai,Chennai nungambakkam,23.0,1993-11-02
Chennai,Chennai port trust,19.0,1993-11-02
Chennai,Chennai port trust,19.0,1993-11-02
Chennai,Sholinganallur,38.0,1993-11-03
Chennai,Chennai nungambakkam,38.0,1993-11-03
Chennai,Chennai port trust,17.2,1993-11-03
Chennai,Chennai port trust,17.2,1993-11-03
Chennai,Sholinganallur,6.8,1993-11-04
Chennai,Chennai nungambakkam,6.8,1993-11-04
Chennai,Chennai port trust,5.0,1993-11-04
Chennai,Chennai port trust,5.0,1993-11-04
Chennai,Sholinganallur,16.1,1993-11-05
Chennai,Chennai nungambakkam,16.1,1993-11-05
Chennai,Chennai port trust,5.2,1993-11-05
Chennai,Chennai port trust,5.2,1993-11-05
Chennai,Chennai port trust,9.0,1993-11-06
Chennai,Chennai port trust,9.0,1993-11-06
Chennai,Sholinganallur,3.3,1993-11-06
Chennai,Chennai nungambakkam,3.3,1993-11-06
Chennai,Chennai port trust,10.2,1993-11-07
Chennai,Chennai port trust,10.2,1993-11-07
Chennai,Sholinganallur,2.8,1993-11-07
Chennai,Chennai nungambakkam,2.8,1993-11-07
Chennai,Chennai port trust,12.4,1993-11-08
Chennai,Chennai port trust,12.4,1993-11-08
Chennai,Sholinganallur,23.2,1993-11-09
Chennai,Chennai nungambakkam,23.2,1993-11-09
Chennai,Chennai port trust,6.0,1993-11-09
Chennai,Chennai port trust,6.0,1993-11-09
Chennai,Sholinganallur,61.9,1993-11-10
Chennai,Chennai nungambakkam,61.9,1993-11-10
Chennai,Chennai port trust,50.7,1993-11-10
Chennai,Chennai port trust,50.7,1993-11-10
Chennai,Sholinganallur,28.0,1993-11-11
Chennai,Chennai nungambakkam,28.0,1993-11-11
Chennai,Chennai port trust,20.5,1993-11-11
Chennai,Chennai port trust,20.5,1993-11-11
Chennai,Sholinganallur,14.6,1993-11-12
Chennai,Chennai nungambakkam,14.6,1993-11-12
Chennai,Chennai port trust,13.0,1993-11-13
Chennai,Chennai port trust,13.0,1993-11-13
Chennai,Sholinganallur,8.8,1993-11-13
Chennai,Chennai nungambakkam,8.8,1993-11-13
Chennai,Chennai port trust,1.6,1993-11-15
Chennai,Chennai port trust,1.6,1993-11-15
Chennai,Sholinganallur,0.7,1993-11-15
Chennai,Chennai nungambakkam,0.7,1993-11-15
Chennai,Chennai port trust,50.2,1993-11-16
Chennai,Chennai port trust,50.2,1993-11-16
Chennai,Sholinganallur,46.6,1993-11-16
Chennai,Chennai nungambakkam,46.6,1993-11-16
Chennai,Sholinganallur,3.2,1993-11-22
Chennai,Chennai nungambakkam,3.2,1993-11-22
Chennai,Sholinganallur,1.4,1993-11-23
Chennai,Chennai nungambakkam,1.4,1993-11-23
Chennai,Sholinganallur,62.8,1993-11-24
Chennai,Chennai nungambakkam,62.8,1993-11-24
Chennai,Chennai port trust,50.6,1993-11-24
Chennai,Chennai port trust,50.6,1993-11-24
Chennai,Chennai port trust,8.4,1993-11-25
Chennai,Chennai port trust,8.4,1993-11-25
Chennai,Sholinganallur,7.2,1993-11-25
Chennai,Chennai nungambakkam,7.2,1993-11-25
Chennai,Chennai port trust,65.2,1993-12-01
Chennai,Chennai port trust,65.2,1993-12-01
Chennai,Sholinganallur,64.9,1993-12-01
Chennai,Chennai nungambakkam,64.9,1993-12-01
Chennai,Chennai port trust,33.2,1993-12-02
Chennai,Chennai port trust,33.2,1993-12-02
Chennai,Sholinganallur,31.9,1993-12-02
Chennai,Chennai nungambakkam,31.9,1993-12-02
Chennai,Chennai port trust,76.6,1993-12-04
Chennai,Chennai port trust,76.6,1993-12-04
Chennai,Sholinganallur,73.1,1993-12-04
Chennai,Chennai nungambakkam,73.1,1993-12-04
Chennai,Sholinganallur,22.1,1993-12-05
Chennai,Chennai nungambakkam,22.1,1993-12-05
Chennai,Chennai port trust,14.0,1993-12-05
Chennai,Chennai port trust,14.0,1993-12-05
Chennai,Chennai port trust,9.2,1993-12-06
Chennai,Chennai port trust,9.2,1993-12-06
Chennai,Sholinganallur,1.9,1993-12-06
Chennai,Chennai nungambakkam,1.9,1993-12-06
Chennai,Chennai port trust,1.6,1993-12-07
Chennai,Chennai port trust,1.6,1993-12-07
Chennai,Sholinganallur,0.9,1993-12-07
Chennai,Chennai nungambakkam,0.9,1993-12-07
Chennai,Sholinganallur,0.1,1993-12-11
Chennai,Chennai nungambakkam,0.1,1993-12-11
Chennai,Sholinganallur,28.8,1993-12-20
Chennai,Chennai nungambakkam,28.8,1993-12-20
Chennai,Chennai port trust,28.4,1993-12-20
Chennai,Chennai port trust,28.4,1993-12-20
Chennai,Chennai port trust,9.2,1993-12-21
Chennai,Chennai port trust,9.2,1993-12-21
Chennai,Sholinganallur,8.8,1993-12-21
Chennai,Chennai nungambakkam,8.8,1993-12-21
Chennai,Sholinganallur,39.4,1993-12-22
Chennai,Chennai nungambakkam,39.4,1993-12-22
Chennai,Chennai port trust,35.6,1993-12-22
Chennai,Chennai port trust,35.6,1993-12-22
Chennai,Sholinganallur,1.0,1993-12-23
Chennai,Chennai port trust,1.0,1993-12-23
Chennai,Chennai port trust,1.0,1993-12-23
Chennai,Chennai nungambakkam,1.0,1993-12-23
Chennai,Sholinganallur,10.8,1993-12-28
Chennai,Chennai nungambakkam,10.8,1993-12-28
Chennai,Chennai port trust,8.0,1993-12-28
Chennai,Chennai port trust,8.0,1993-12-28
Chennai,Alandur,7.0,1994-01-29
Chennai,Alandur,7.2,1994-02-06
Chennai,Alandur,27.2,1994-02-07
Chennai,Alandur,5.5,1994-02-12
Chennai,Alandur,24.5,1994-02-13
Chennai,Alandur,10.0,1994-02-14
Chennai,Alandur,2.0,1994-02-15
Chennai,Alandur,15.5,1994-02-16
Chennai,Alandur,245.5,1994-02-17
Chennai,Alandur,5.0,1994-02-18
Chennai,Alandur,5.0,1994-03-05
Chennai,Chennai nungambakkam,0.8,1994-05-25
Chennai,Chennai nungambakkam,0.8,1994-05-25
Chennai,Chennai port trust,72.0,1994-05-26
Chennai,Chennai port trust,72.0,1994-05-26
Chennai,Chennai nungambakkam,68.4,1994-05-26
Chennai,Chennai nungambakkam,68.4,1994-05-26
Chennai,Chennai port trust,1.6,1994-05-27
Chennai,Chennai port trust,1.6,1994-05-27
Chennai,Chennai nungambakkam,1.2,1994-05-27
Chennai,Chennai nungambakkam,1.2,1994-05-27
Chennai,Chennai nungambakkam,50.6,1994-06-10
Chennai,Chennai nungambakkam,50.6,1994-06-10
Chennai,Chennai port trust,37.2,1994-06-10
Chennai,Chennai port trust,37.2,1994-06-10
Chennai,Chennai nungambakkam,2.2,1994-06-11
Chennai,Chennai nungambakkam,2.2,1994-06-11
Chennai,Alandur,1.5,1994-06-11
Chennai,Chennai nungambakkam,0.7,1994-06-12
Chennai,Chennai nungambakkam,0.7,1994-06-12
Chennai,Alandur,32.5,1994-06-18
Chennai,Chennai port trust,1.0,1994-06-18
Chennai,Chennai port trust,1.0,1994-06-18
Chennai,Chennai nungambakkam,0.6,1994-06-18
Chennai,Chennai nungambakkam,0.6,1994-06-18
Chennai,Chennai nungambakkam,0.7,1994-06-19
Chennai,Chennai nungambakkam,0.7,1994-06-19
Chennai,Chennai port trust,0.3,1994-06-20
Chennai,Chennai port trust,0.3,1994-06-20
Chennai,Chennai nungambakkam,0.2,1994-06-20
Chennai,Chennai nungambakkam,0.2,1994-06-20
Chennai,Chennai port trust,1.2,1994-06-24
Chennai,Chennai port trust,1.2,1994-06-24
Chennai,Chennai nungambakkam,1.2,1994-06-24
Chennai,Chennai nungambakkam,1.2,1994-06-24
Chennai,Alandur,10.2,1994-06-25
Chennai,Alandur,5.5,1994-06-26
Chennai,Chennai port trust,6.6,1994-06-27
Chennai,Chennai port trust,6.6,1994-06-27
Chennai,Chennai nungambakkam,3.3,1994-06-27
Chennai,Chennai nungambakkam,3.3,1994-06-27
Chennai,Alandur,9.0,1994-06-28
Chennai,Chennai port trust,0.5,1994-06-28
Chennai,Chennai port trust,0.5,1994-06-28
Chennai,Alandur,12.5,1994-06-30
Chennai,Alandur,3.1,1994-07-07
Chennai,Alandur,35.5,1994-07-08
Chennai,Alandur,15.5,1994-07-09
Chennai,Alandur,3.5,1994-07-10
Chennai,Alandur,20.5,1994-07-12
Chennai,Alandur,10.0,1994-07-17
Chennai,Alandur,17.0,1994-07-19
Chennai,Alandur,21.5,1994-07-21
Chennai,Alandur,26.0,1994-07-22
Chennai,Alandur,82.5,1994-07-24
Chennai,Alandur,47.5,1994-07-25
Chennai,Alandur,5.0,1994-07-26
Chennai,Alandur,3.0,1994-07-27
Chennai,Alandur,7.5,1994-07-28
Chennai,Alandur,3.5,1994-07-30
Chennai,Alandur,7.0,1994-08-02
Chennai,Chennai port trust,1.0,1994-08-02
Chennai,Chennai port trust,1.0,1994-08-02
Chennai,Chennai nungambakkam,0.5,1994-08-02
Chennai,Chennai nungambakkam,0.5,1994-08-02
Chennai,Chennai nungambakkam,0.4,1994-08-05
Chennai,Chennai nungambakkam,0.4,1994-08-05
Chennai,Chennai nungambakkam,0.6,1994-08-06
Chennai,Chennai nungambakkam,0.6,1994-08-06
Chennai,Alandur,7.2,1994-08-08
Chennai,Chennai nungambakkam,4.6,1994-08-12
Chennai,Chennai nungambakkam,4.6,1994-08-12
Chennai,Chennai port trust,3.0,1994-08-12
Chennai,Chennai port trust,3.0,1994-08-12
Chennai,Chennai port trust,1.0,1994-08-13
Chennai,Chennai port trust,1.0,1994-08-13
Chennai,Chennai nungambakkam,0.1,1994-08-13
Chennai,Chennai nungambakkam,0.1,1994-08-13
Chennai,Chennai port trust,28.0,1994-08-17
Chennai,Chennai port trust,28.0,1994-08-17
Chennai,Chennai nungambakkam,27.8,1994-08-17
Chennai,Chennai nungambakkam,27.8,1994-08-17
Chennai,Chennai nungambakkam,0.4,1994-08-19
Chennai,Chennai nungambakkam,0.4,1994-08-19
Chennai,Alandur,2.0,1994-08-20
Chennai,Chennai port trust,19.3,1994-08-22
Chennai,Chennai port trust,19.3,1994-08-22
Chennai,Chennai nungambakkam,19.2,1994-08-22
Chennai,Chennai nungambakkam,19.2,1994-08-22
Chennai,Chennai port trust,14.2,1994-08-23
Chennai,Chennai port trust,14.2,1994-08-23
Chennai,Chennai nungambakkam,13.2,1994-08-23
Chennai,Chennai nungambakkam,13.2,1994-08-23
Chennai,Alandur,10.3,1994-08-24
Chennai,Chennai nungambakkam,23.2,1994-08-25
Chennai,Chennai nungambakkam,23.2,1994-08-25
Chennai,Chennai port trust,21.3,1994-08-25
Chennai,Chennai port trust,21.3,1994-08-25
Chennai,Chennai nungambakkam,8.5,1994-08-26
Chennai,Chennai nungambakkam,8.5,1994-08-26
Chennai,Chennai port trust,8.0,1994-08-26
Chennai,Chennai port trust,8.0,1994-08-26
Chennai,Chennai nungambakkam,6.0,1994-08-27
Chennai,Chennai nungambakkam,6.0,1994-08-27
Chennai,Chennai port trust,5.2,1994-08-27
Chennai,Chennai port trust,5.2,1994-08-27
Chennai,Alandur,4.3,1994-08-29
Chennai,Chennai port trust,3.5,1994-09-01
Chennai,Chennai port trust,3.5,1994-09-01
Chennai,Chennai nungambakkam,2.8,1994-09-01
Chennai,Chennai nungambakkam,2.8,1994-09-01
Chennai,Chennai nungambakkam,0.7,1994-09-03
Chennai,Chennai nungambakkam,0.7,1994-09-03
Chennai,Chennai nungambakkam,0.4,1994-09-08
Chennai,Chennai nungambakkam,0.4,1994-09-08
Chennai,Alandur,1.2,1994-09-09
Chennai,Alandur,1.0,1994-09-10
Chennai,Chennai nungambakkam,1.0,1994-09-11
Chennai,Chennai nungambakkam,1.0,1994-09-11
Chennai,Chennai nungambakkam,7.3,1994-09-13
Chennai,Chennai nungambakkam,7.3,1994-09-13
Chennai,Chennai port trust,4.3,1994-09-13
Chennai,Chennai port trust,4.3,1994-09-13
Chennai,Chennai nungambakkam,30.2,1994-09-14
Chennai,Chennai nungambakkam,30.2,1994-09-14
Chennai,Chennai port trust,21.5,1994-09-14
Chennai,Chennai port trust,21.5,1994-09-14
Chennai,Alandur,8.2,1994-09-18
Chennai,Alandur,10.0,1994-09-19
Chennai,Chennai nungambakkam,1.8,1994-09-23
Chennai,Chennai nungambakkam,1.8,1994-09-23
Chennai,Chennai port trust,1.0,1994-09-23
Chennai,Chennai port trust,1.0,1994-09-23
Chennai,Alandur,30.2,1994-09-25
Chennai,Alandur,1.0,1994-09-26
Chennai,Alandur,13.0,1994-09-27
Chennai,Alandur,53.0,1994-09-28
Chennai,Alandur,145.0,1994-09-29
Chennai,Chennai port trust,1.4,1994-09-30
Chennai,Chennai port trust,1.4,1994-09-30
Chennai,Chennai nungambakkam,0.7,1994-09-30
Chennai,Chennai nungambakkam,0.7,1994-09-30
Chennai,Alandur,1.5,1994-10-01
Chennai,Alandur,5.0,1994-10-02
Chennai,Alandur,35.5,1994-10-03
Chennai,Chennai nungambakkam,9.6,1994-10-03
Chennai,Chennai nungambakkam,9.6,1994-10-03
Chennai,Chennai port trust,7.2,1994-10-03
Chennai,Chennai port trust,7.2,1994-10-03
Chennai,Chennai nungambakkam,5.0,1994-10-04
Chennai,Chennai nungambakkam,5.0,1994-10-04
Chennai,Alandur,4.0,1994-10-04
Chennai,Chennai port trust,9.4,1994-10-05
Chennai,Chennai port trust,9.4,1994-10-05
Chennai,Chennai nungambakkam,8.7,1994-10-05
Chennai,Chennai nungambakkam,8.7,1994-10-05
Chennai,Alandur,5.0,1994-10-06
Chennai,Alandur,2.0,1994-10-07
Chennai,Alandur,30.5,1994-10-09
Chennai,Chennai nungambakkam,2.1,1994-10-15
Chennai,Chennai nungambakkam,2.1,1994-10-15
Chennai,Chennai port trust,1.4,1994-10-17
Chennai,Chennai port trust,1.4,1994-10-17
Chennai,Chennai nungambakkam,1.2,1994-10-17
Chennai,Chennai nungambakkam,1.2,1994-10-17
Chennai,Chennai nungambakkam,8.0,1994-10-18
Chennai,Chennai nungambakkam,8.0,1994-10-18
Chennai,Chennai port trust,7.8,1994-10-18
Chennai,Chennai port trust,7.8,1994-10-18
Chennai,Chennai nungambakkam,11.6,1994-10-19
Chennai,Chennai nungambakkam,11.6,1994-10-19
Chennai,Chennai port trust,8.7,1994-10-19
Chennai,Chennai port trust,8.7,1994-10-19
Chennai,Chennai nungambakkam,4.1,1994-10-20
Chennai,Chennai nungambakkam,4.1,1994-10-20
Chennai,Chennai port trust,0.5,1994-10-20
Chennai,Chennai port trust,0.5,1994-10-20
Chennai,Chennai port trust,9.0,1994-10-22
Chennai,Chennai port trust,9.0,1994-10-22
Chennai,Chennai nungambakkam,4.6,1994-10-22
Chennai,Chennai nungambakkam,4.6,1994-10-22
Chennai,Alandur,5.0,1994-10-26
Chennai,Chennai nungambakkam,1.4,1994-10-26
Chennai,Chennai nungambakkam,1.4,1994-10-26
Chennai,Chennai port trust,0.6,1994-10-26
Chennai,Chennai port trust,0.6,1994-10-26
Chennai,Chennai nungambakkam,15.0,1994-10-27
Chennai,Chennai nungambakkam,15.0,1994-10-27
Chennai,Chennai port trust,7.5,1994-10-27
Chennai,Chennai port trust,7.5,1994-10-27
